REGIONE,Candidato,PREFERENZE
LIGURIA,MATTEO SALVINI,59029
LIGURIA,PAOLO SAMMARITANI,52
LIGURIA,VINCENZO SANTANGELO,0
LIGURIA,SILVIA SERAFINA SARDONE,1959
LIGURIA,INGRID SATTEL,9
LIGURIA,MARIA EUGENIA SCARAMOZZINO,13
LIGURIA,FABRIZIO SCARAVELLA,3
LIGURIA,STEFANO SCOPACASA,6
LIGURIA,RAHEL  SEREKE,147
LIGURIA,LUCIA SICILIANO,6
LIGURIA,ERNESTINA SIGNORONI LOMI,73
LIGURIA,SILVIA STEFANI,150
LIGURIA,ENRICO MARIA TACCHI,27
LIGURIA,ROSARIA TALARICO,6
LIGURIA,PIETRO TATARELLA,43
LIGURIA,IRENE TINAGLI,9396
LIGURIA,ANDREA TOGNO,283
LIGURIA,PATRIZIA FERMA FRANCESCA TOIA,1391
LIGURIA,CRISTINA TORLI,11
LIGURIA,LORENZO TOSA,1308
LIGURIA,CLAUDIA TOSO,556
LIGURIA,ISABELLA TOVAGLIERI,1201
LIGURIA,DANIELE TROMBONI,155
LIGURIA,ANGELA VERDICCHIO,19
LIGURIA,GIUSEPPINA VERSACE,437
LIGURIA,SONIA VICINO,38
LIGURIA,DANIELE VIOTTI,989
LIGURIA,CANZIO GIUSEPPE VISENTIN,2
LIGURIA,STEFANIA ZAMBELLI,291
LIGURIA,LUISANTONIO ZANIN,14
LIGURIA,MARCO ZANNI,572
LIGURIA,GIULIA ZENESINI,9
LIGURIA,FELICE ZINGARELLI,17
LOMBARDIA,GIORGIO AGNELLINI,363
LOMBARDIA,FRANCESCO ALBERONI,4168
LOMBARDIA,PAOLO ALLI,1272
LOMBARDIA,MASSIMO AMATO,2158
LOMBARDIA,MONICA AMICI,88
LOMBARDIA,HEIDI MONICA ANDREINA,12165
LOMBARDIA,ALBERTO ANGHILERI,922
LOMBARDIA,GEORGIOS APOSTOLOU,49
LOMBARDIA,GIANCARLO ARCHETTI,587
LOMBARDIA,CIRO MASSIMO ARGENTINO,26
LOMBARDIA,AMIR ATROUS,415
LOMBARDIA,LUCA AVAGNINA,22
LOMBARDIA,SILVIA CAMILLA AVAGNINA,63
LOMBARDIA,CATERINA AVANZA,21887
LOMBARDIA,CRISTINA BAGNOLI,908
LOMBARDIA,DARIO BALOTTA,749
LOMBARDIA,SALVATORE BARBAGALLO,178
LOMBARDIA,GIOVANNI  BARBIERI,45
LOMBARDIA,ILARIA BARBONETTI,729
LOMBARDIA,SIMONA BARELLO,551
LOMBARDIA,CRISTINA DIANA BARGU,164
LOMBARDIA,ANNALISA BARONI,1805
LOMBARDIA,GIOVANNINA BASTONE,144
LOMBARDIA,TIZIANA BEGHIN,3782
LOMBARDIA,BRANDO MARIA BENIFEI,18422
LOMBARDIA,LAURA BERGAMINI,473
LOMBARDIA,MAURIZIO BERGER,19
LOMBARDIA,SILVIO BERLUSCONI,129782
LOMBARDIA,GIOVANNI BERRINO,387
LOMBARDIA,MONICA BERSANETTI,1037
LOMBARDIA,ELISABETTA BERTA,33
LOMBARDIA,MAURIZIA BERTONCINO,1214
LOMBARDIA,FABRIZIO BERTOT,991
LOMBARDIA,LAURA BIANCINI,18
LOMBARDIA,SANDRA MARGARETTA ANNA BONANNI,95
LOMBARDIA,SARA BONANNO,91
LOMBARDIA,IGOR BONI,653
LOMBARDIA,UBALDO EMILIO BORCHI,128
LOMBARDIA,PAUL STEPHEN BORILE,65
LOMBARDIA,DAMIANO BORMOLINI,2909
LOMBARDIA,IVANA BORSOTTO,3647
LOMBARDIA,CINZIA MARIA BOSSO,139
LOMBARDIA,ANTONELLA BOTTARELLI,30
LOMBARDIA,RONNI BOTTAZZI,196
LOMBARDIA,MARIA GABRIELLA BRANCA,419
LOMBARDIA,FABIO AARON BRANCOTTI,88
LOMBARDIA,MERCEDES BRESSO,17769
LOMBARDIA,ANNUNZIATA BRUNO,67
LOMBARDIA,LORENZO CAFARCHIO,426
LOMBARDIA,MARCO ANSELMO LUCA CALAMARI,80
LOMBARDIA,STEFANIA CALCAGNO,178
LOMBARDIA,ISABELLA CAMPANA,410
LOMBARDIA,MARCO CAMPOMENOSI,1507
LOMBARDIA,DUILIO CANU,160
LOMBARDIA,ALESSANDRA CAPPELLARI,16255
LOMBARDIA,ANTONIO CAPUTO,333
LOMBARDIA,SERGIO CARU',59
LOMBARDIA,ROSARIO  CARVELLI,125
LOMBARDIA,EUGENIO CASALINO,8975
LOMBARDIA,MARTA CASIRAGHI,8792
LOMBARDIA,CRISTINA CASSARIN,13
LOMBARDIA,CRISTINA ELISA CATTAFESTA,1271
LOMBARDIA,DANTE CATTANEO,15326
LOMBARDIA,ALLEGRA MIRIAM CAVALLI,30
LOMBARDIA,VALENTINA CERA,388
LOMBARDIA,CRISTIANO CERIELLO,440
LOMBARDIA,SILVANA CESANI,756
LOMBARDIA,MARINA CHIARELLI,350
LOMBARDIA,PAOLO CIANALINO,4
LOMBARDIA,ANGELO CIOCCA,83334
LOMBARDIA,ALESSANDRO CIOFINI,54
LOMBARDIA,ELEONORA CIRANT,5882
LOMBARDIA,MARCO CIURCINA,36
LOMBARDIA,GIUSEPPE CIVATI,5495
LOMBARDIA,NICOLA CLERICI,1784
LOMBARDIA,PAOLA LETIZIA  COGGI,2661
LOMBARDIA,LARA COMI,24382
LOMBARDIA,MARTINA COMPARELLI,739
LOMBARDIA,CARMELA CORTESE,8
LOMBARDIA,BENEDETTA GAIA COSMI,710
LOMBARDIA,EDDA CROSA,1228
LOMBARDIA,PAOLO CROSIGNANI,454
LOMBARDIA,GABRIELLA  D'AMATO,885
LOMBARDIA,ELEONORA D'ANTONI,19
LOMBARDIA,LUCA DAMIAN,27
LOMBARDIA,MARIA ANGELA DANZI',9749
LOMBARDIA,ANGELO DAVOLI,11
LOMBARDIA,MARCO DE ANDREIS,186
LOMBARDIA,ROSA DE MATTEIS,106
LOMBARDIA,ANGELA  DE ROSA,1277
LOMBARDIA,BENEDETTO DELLA VEDOVA,9981
LOMBARDIA,CHRISTIAN DI FEO,4255
LOMBARDIA,LUIGI DI LIBERTO,610
LOMBARDIA,ALESSANDRO DI PIERRO,488
LOMBARDIA,SIMONE DI STEFANO,3001
LOMBARDIA,VERONICA DINI,683
LOMBARDIA,FRANCESCA DRUETTI,1298
LOMBARDIA,PAOLA EVANGELISTI,285
LOMBARDIA,ELEONORA EVI,13667
LOMBARDIA,GIULIANO FACCANI,1132
LOMBARDIA,GIOVANNI FARINA,1444
LOMBARDIA,ELISABETTA FATUZZO,904
LOMBARDIA,ENRICO FEDRIGHINI,1717
LOMBARDIA,GIANMARIO LUIGI FERRAMONTI,47
LOMBARDIA,ALESSANDRA FERRARA,400
LOMBARDIA,SALVATORE FERRARA,115
LOMBARDIA,MONICA FERRARIS,1469
LOMBARDIA,PAOLO FERRERO,4121
LOMBARDIA,NOVELLA FERRINI,246
LOMBARDIA,MARA FESTA,43
LOMBARDIA,CARLO FIDANZA,9084
LOMBARDIA,ANIELLO FIERRO,115
LOMBARDIA,DOMENICO FINIGUERRA,4341
LOMBARDIA,PIETRO FIOCCHI,7661
LOMBARDIA,ROBERTO FIORE,906
LOMBARDIA,LUCIA FIRMANI,8
LOMBARDIA,ROBERTO FRECENTESE,323
LOMBARDIA,FRANCESCA FRIGERIO,94
LOMBARDIA,GIANNA GANCIA,6802
LOMBARDIA,DANIELA  GARNERO SANTANCHE',6243
LOMBARDIA,MARCO GHELLER,565
LOMBARDIA,AGOSTINO GHIGLIA,121
LOMBARDIA,GIULIANA GHIONE,38
LOMBARDIA,MARCO GHIRARDELLO,24
LOMBARDIA,DANIELA GIANNINI,51
LOMBARDIA,MARCELLA GILARDONI,438
LOMBARDIA,CHIARA GIORDANO,265
LOMBARDIA,ROBERTO POMPILIO GIUDICI,3163
LOMBARDIA,FRANCESCO GRAGLIA,31
LOMBARDIA,PIERO GRAGLIA,2976
LOMBARDIA,ELENA EVA MARIA  GRANDI,4606
LOMBARDIA,GIOVANNI GRASSO,180
LOMBARDIA,MASSIMILIANO GRIMALDI,230
LOMBARDIA,LUIGI GUBELLO,181
LOMBARDIA,GRAZIANO GULLOTTA,49
LOMBARDIA,ARAM GUREKIAN,17
LOMBARDIA,MAURIZIO CARLO GIUSEPPE IMBIMBO,24
LOMBARDIA,BARA INOUSSA,809
LOMBARDIA,MARKUS JOHANNES KRIENKE,246
LOMBARDIA,CRISTINA LAGANA',643
LOMBARDIA,DANILO OSCAR LANCINI,21368
LOMBARDIA,LORENZO LANG,137
LOMBARDIA,GIUSEPPE LAURIA,14
LOMBARDIA,MARIA LEONE,110
LOMBARDIA,PATRIZIA    LIBERALE,4
LOMBARDIA,ANTONIO LIMARDI,234
LOMBARDIA,ROSARIA LOMBARDI,770
LOMBARDIA,GIACOMO LOMBARDO,16
LOMBARDIA,ADDOLORATA LONGO,21
LOMBARDIA,PAOLA MACCHI,4119
LOMBARDIA,ISA MAGGI,415
LOMBARDIA,PIERFRANCESCO MAJORINO,87187
LOMBARDIA,SILVIA MALIVINDI,1016
LOMBARDIA,ADRIANA MANTOAN,8
LOMBARDIA,SILVJA MANZI,3784
LOMBARDIA,MARCO MARAZZI,1420
LOMBARDIA,ELENA MARCELLINO,128
LOMBARDIA,PIETRO ANTONIO MARRAPODI,5891
LOMBARDIA,LUCA MASSIRONI,962
LOMBARDIA,ANNA MASTROMARINO,4702
LOMBARDIA,GIUSEPPE RENATO MASTRUZZO,767
LOMBARDIA,STEFANO GIOVANNI MAULLU,7296
LOMBARDIA,GIORGIA MELONI,61959
LOMBARDIA,MARCO MESMAEKER,775
LOMBARDIA,ALESSANDRA MICALIZZI,370
LOMBARDIA,MARIA CRISTINA MIGLIORE,643
LOMBARDIA,DELIA MILANESIO,15
LOMBARDIA,SONIA MODENESE,158
LOMBARDIA,GABRIELE MOLINARI,787
LOMBARDIA,NICOLETTA MOLINARI,1232
LOMBARDIA,LAURA MOLTENI,8522
LOMBARDIA,ALBERTO MONTORO,36
LOMBARDIA,ANTONIO ENRICO MORANDO,14387
LOMBARDIA,STEFANO MORCELLI,1166
LOMBARDIA,ANDREA MORETTI,12
LOMBARDIA,MARCO MORI,1193
LOMBARDIA,MARCO MORO,357
LOMBARDIA,FRANCESCA MORUCCHIO,2
LOMBARDIA,TIZIANA MOSSA,151
LOMBARDIA,MATTEO MOTTA,666
LOMBARDIA,PIER LUIGI MOTTINELLI,23194
LOMBARDIA,ALBERTO MUSACCHIO,166
LOMBARDIA,PAOLO NARCISI,256
LOMBARDIA,CLAUDIO NEGRINI,32
LOMBARDIA,LIA ORFEI,620
LOMBARDIA,CARMINE PACENTE,8803
LOMBARDIA,DANIELA PADOAN,1447
LOMBARDIA,ANDREA PALUMBO,1250
LOMBARDIA,ARGYRIOS PANAGOPOULOS,636
LOMBARDIA,MASSIMILIANO PANERO,46
LOMBARDIA,ALESSANDRO PANZA,7989
LOMBARDIA,ROBERTA PAPARATTO,1882
LOMBARDIA,STEFANIA PARMA,280
LOMBARDIA,MAURIZIO PARODI,349
LOMBARDIA,SILVIA  PARODI,926
LOMBARDIA,MAURO PAROLINI,16192
LOMBARDIA,GIULIA PASTORELLA,3497
LOMBARDIA,MIRKO PAULON,955
LOMBARDIA,ROBERTA PERRONE,242
LOMBARDIA,EMANUELA PETER,27
LOMBARDIA,MARIA SILVIA ANGELA CONCETTA PETTINICCHIO,496
LOMBARDIA,CARLO PIANA,101
LOMBARDIA,VALENTINA PIATTELLI,20
LOMBARDIA,FEDERICA PICCHI,2425
LOMBARDIA,MARIA CHIARA PIEVATOLO,21
LOMBARDIA,SALVATORE ANGELO PINTUS,28
LOMBARDIA,PAOLO PINZUTI,983
LOMBARDIA,PIERO PIROVANO,772
LOMBARDIA,GIULIANO PISAPIA,206964
LOMBARDIA,PAOLA PIZZIGHINI,608
LOMBARDIA,DANIELA POGGIO,540
LOMBARDIA,VITTORIA POGGIO,1058
LOMBARDIA,PERLA POLEZZO,17
LOMBARDIA,MAFALDA POLI,307
LOMBARDIA,MORENA POLLINI,79
LOMBARDIA,EMANUELA PONGILUPPI ELEUTERI,258
LOMBARDIA,CRISTINA PORRO,1503
LOMBARDIA,MARIA ROSA ASSUNTA PORTA,170
LOMBARDIA,GIUSEPPE PRETE,349
LOMBARDIA,PIERO PUOZZO,595
LOMBARDIA,MARCO RACCA,442
LOMBARDIA,PAOLA RENATA RADAELLI,600
LOMBARDIA,ANGELICA RADICCHI,8142
LOMBARDIA,MIRKO RAUSO,475
LOMBARDIA,ANNA TONIA RAVICINI,105
LOMBARDIA,LUCA RICALDONE,73
LOMBARDIA,NOEMI PAOLA RICCARDI,230
LOMBARDIA,GUIDO RICCI,125
LOMBARDIA,BENEDETTA RINALDI,1009
LOMBARDIA,DANIELA RINALDINI,66
LOMBARDIA,DINO GUIDO RINOLDI,605
LOMBARDIA,MARTINA RIVA,3264
LOMBARDIA,MARCO RIZZO,2780
LOMBARDIA,GIUSEPPE ROMELE,958
LOMBARDIA,CHIARA ROSSINI,1081
LOMBARDIA,ROBERTO ROSSO,215
LOMBARDIA,MAURIZIA ROTA,1017
LOMBARDIA,DANIELA RUFFINO,233
LOMBARDIA,MARGHERITA RUFFINO,36
LOMBARDIA,MARKO RUS,39
LOMBARDIA,STEFANO ROSARIO  SAIJA,0
LOMBARDIA,MASSIMILIANO SALINI,30531
LOMBARDIA,MATTEO SALVINI,507359
LOMBARDIA,PAOLO SAMMARITANI,403
LOMBARDIA,VINCENZO SANTANGELO,3
LOMBARDIA,SILVIA SERAFINA SARDONE,40212
LOMBARDIA,INGRID SATTEL,39
LOMBARDIA,MARIA EUGENIA SCARAMOZZINO,75
LOMBARDIA,FABRIZIO SCARAVELLA,113
LOMBARDIA,STEFANO SCOPACASA,10
LOMBARDIA,RAHEL  SEREKE,3079
LOMBARDIA,LUCIA SICILIANO,11
LOMBARDIA,ERNESTINA SIGNORONI LOMI,2718
LOMBARDIA,SILVIA STEFANI,76
LOMBARDIA,ENRICO MARIA TACCHI,549
LOMBARDIA,ROSARIA TALARICO,51
LOMBARDIA,PIETRO TATARELLA,870
LOMBARDIA,IRENE TINAGLI,81164
LOMBARDIA,ANDREA TOGNO,2571
LOMBARDIA,PATRIZIA FERMA FRANCESCA TOIA,74570
LOMBARDIA,CRISTINA TORLI,786
LOMBARDIA,LORENZO TOSA,603
LOMBARDIA,CLAUDIA TOSO,14077
LOMBARDIA,ISABELLA TOVAGLIERI,30267
LOMBARDIA,DANIELE TROMBONI,2024
LOMBARDIA,ANGELA VERDICCHIO,26
LOMBARDIA,GIUSEPPINA VERSACE,5756
LOMBARDIA,SONIA VICINO,124
LOMBARDIA,DANIELE VIOTTI,6438
LOMBARDIA,CANZIO GIUSEPPE VISENTIN,36
LOMBARDIA,STEFANIA ZAMBELLI,17969
LOMBARDIA,LUISANTONIO ZANIN,115
LOMBARDIA,MARCO ZANNI,16186
LOMBARDIA,GIULIA ZENESINI,76
LOMBARDIA,FELICE ZINGARELLI,68
MARCHE,FRANCESCO ACQUAROLI,6951
MARCHE,MARIO ADINOLFI,574
MARCHE,MATTEO ADINOLFI,493
MARCHE,LAURA AGEA,2651
MARCHE,CATERINA AGRO',28
MARCHE,JACOPO ALBERTI,203
MARCHE,ARIANNA ALESSANDRINI,169
MARCHE,TIZIANA ALTERIO,1343
MARCHE,MONICA AMICI,21
MARCHE,ORAZIO ANANIA,1
MARCHE,ROBERTA ANGELILLI,353
MARCHE,ALFREDO ANTONIOZZI,491
MARCHE,CECILIA ARMELLINI,27
MARCHE,SILVIA CAMILLA AVAGNINA,33
MARCHE,SIMONA RENATA BALDASSARRE,1414
MARCHE,MONICA STEFANIA BALDI,27
MARCHE,CRISTINA DIANA BARGU,25
MARCHE,PIETRO BARTOLO,17680
MARCHE,BENGASI BATTISTI,49
MARCHE,MARCO BENEDETTELLI,1113
MARCHE,SARA BENIGNI,18
MARCHE,LAURA BERGAMINI,109
MARCHE,GIOVANNI PAOLO BERNINI,65
MARCHE,MARCO BERTOLINI,479
MARCHE,GERMANA BIAGIONI,1
MARCHE,SONIA BIANCHI,4
MARCHE,LAURA BIANCINI,3
MARCHE,ANGELO BOLAFFI,250
MARCHE,LEO BOLLETTINI,6917
MARCHE,GINEVRA ROBERTA BOMPIANI,298
MARCHE,SIMONA BONAFE',15902
MARCHE,SARA BONANNO,14
MARCHE,FERDINANDO BONESSIO,108
MARCHE,RITA BONFIOLI,6
MARCHE,ANNA BONFRISCO,4497
MARCHE,EMMA BONINO,4931
MARCHE,PIERGIORGIO BONOMI,11
MARCHE,RAFFAELLA BONSANGUE,89
MARCHE,MARTINA BORRA,66
MARCHE,SABRINA BOSU,21
MARCHE,VANIA BRACALETTI,16
MARCHE,BEATRICE  BRIGNONE,1346
MARCHE,ANNUNZIATA BRUNO,18
MARCHE,SALVATORE CABRAS,7
MARCHE,MARCO ANSELMO LUCA CALAMARI,25
MARCHE,ISABELLA CAMPANA,48
MARCHE,ELISABETTA CAMPUS,62
MARCHE,MARIO CANINO,31
MARCHE,CARLOTTA CAPONI,749
MARCHE,MAURELLA CARBONE,41
MARCHE,ADRIANO CARDOGNA,838
MARCHE,IVANILDE CARVALHO,68
MARCHE,FABIO MASSIMO CASTALDO,3739
MARCHE,RAMONA CASTELLINO,9
MARCHE,SALVATORE CATELLO,7
MARCHE,SUSANNA CECCARDI,1747
MARCHE,TIZIANO CENSI,13
MARCHE,ALESSIA CENTIONI,741
MARCHE,ANDREA CERCHI,0
MARCHE,CRISTIANO CERIELLO,76
MARCHE,CARLOTTA CHIARALUCE,139
MARCHE,LUCA CIARROCCA,139
MARCHE,STEFANO CICCONE,111
MARCHE,MARIA ROSARIA CIPOLLINI,6
MARCHE,GIUSEPPE CIVATI,953
MARCHE,IDA COLLU,97
MARCHE,ALESSANDRO COLUZZI,18
MARCHE,ANNALISA CORRADO,622
MARCHE,BEATRICE COVASSI,1178
MARCHE,ELVIO COVINO,34
MARCHE,ALESSANDRO CRESCENZI,8
MARCHE,BENEDETTO CROCCO,8
MARCHE,ELEONORA D'ANTONI,11
MARCHE,NICOLA DANTI,4218
MARCHE,MARCO DE ANDREIS,18
MARCHE,MICHELE DE LAZZARO,0
MARCHE,GIOVANNI DE LUCIA,10
MARCHE,SALVATORE DE MEO,74
MARCHE,NATASCIA DE SANCTIS,0
MARCHE,FLAVIO DEL SOLDATO,9
MARCHE,NICOLETTA DENTICO,145
MARCHE,YURI DI BENEDETTO,24
MARCHE,CATERINA DI BITONTO,385
MARCHE,LUIGI DI LIBERTO,98
MARCHE,SIMONE DI STEFANO,808
MARCHE,MARIA DIMASI,16
MARCHE,ALESSANDRO DOLCI,1
MARCHE,ROBERTA FANTOZZI,547
MARCHE,ROSAPIA FARESE,20
MARCHE,ALESSANDRA FEDUZI,207
MARCHE,JACOPO MARIA FERRI,74
MARCHE,ENRICO FINETTI,26
MARCHE,ROBERTO FIORE,114
MARCHE,GIOVANNI FIORI,7
MARCHE,LUCIA FIRMANI,10
MARCHE,ANNA CHIARA  FORTE,48
MARCHE,NICOLA FRATOIANNI,1605
MARCHE,STEFANO FUCCELLI,79
MARCHE,SERGIO FUCITO,19
MARCHE,ELISA GASPARRONI,382
MARCHE,FABRIZIO GHERA,71
MARCHE,DANIELA GIANNINI,7
MARCHE,COSIMO GIORGETTI,300
MARCHE,LISA GIUGGIOLINI,215
MARCHE,ILARIA GIURLANI,6
MARCHE,ARIANNA GRANDINETTI ,3
MARCHE,MARILENA GRASSADONIA,779
MARCHE,TOMMASO GRASSI,40
MARCHE,ROBERTO GUALTIERI,2902
MARCHE,GIOVANNI GUIDI,104
MARCHE,COSTANZA HERMANIN DE REICHENFELD,231
MARCHE,CRISTINA IACOVACCI,4
MARCHE,GIAN PIERO JOIME,2
MARCHE,SALVATORE LADAGA,27
MARCHE,LORENZO LANG,17
MARCHE,CAMILLA LAURETI,704
MARCHE,GIUSEPPE LAVALLE,4
MARCHE,SILVIA  LODA',6
MARCHE,MAURO LUCENTINI,12328
MARCHE,CARMELA LUONGO,9
MARCHE,GIANLUCA MACONE,53
MARCHE,CONCETTA MAESTRINI,313
MARCHE,NICOLA MAGI,6646
MARCHE,FULVIO CARLO MAIORCA,6
MARCHE,SILVJA MANZI,81
MARCHE,GIOVANNI MAZZOTTA,79
MARCHE,SANDRO MEDICI,234
MARCHE,GIORGIA MELONI,11464
MARCHE,FRANCESCO MINGIARDI,99
MARCHE,MARCO MONDINI,7
MARCHE,STEFANIA MONTEVERDE,1875
MARCHE,ALBERTO MONTORO,7
MARCHE,MATTIA MORBIDONI,907
MARCHE,ALBERTO MUSACCHIO,17
MARCHE,ALESSANDRA MUSSOLINI,1721
MARCHE,ALESSANDRO MUSTILLO,47
MARCHE,ALESSANDRA NARDINI,691
MARCHE,SILVIA NOFERI,198
MARCHE,FILIPPO NOGARIN,2814
MARCHE,LINA NOVELLI,156
MARCHE,CLAUDIO PARISINI,3
MARCHE,STEFANO PASTORELLI,239
MARCHE,ANGELO PAVONCELLO,233
MARCHE,FRANCESCA  PEPPUCCI,1036
MARCHE,NATASCIA PERINO,1
MARCHE,ALESSIO PESTELLI,4
MARCHE,EMANUELA PETER,2
MARCHE,DIEGO PETRUCCI,23
MARCHE,GIULIA PEZZELLA,69
MARCHE,ELISABETTA PEZZINI,46
MARCHE,GUIDO  PIANESELLI,2
MARCHE,VALENTINA PIATTELLI,10
MARCHE,FEDERICA PICCHI,409
MARCHE,RITA PIERI,26
MARCHE,MARIA CHIARA PIEVATOLO,38
MARCHE,MICHELE PINASSI,13
MARCHE,NICOLA PROCACCINI,2862
MARCHE,NUNZIATA PROVITINA,0
MARCHE,ELENA PULCINI,89
MARCHE,FRANCESCO RABOTTI,6
MARCHE,MICHELA RAMAGLIONI,0
MARCHE,ANNA TONIA RAVICINI,26
MARCHE,MARIO RAZZANELLI,5
MARCHE,SIMONE REBICHINI,69
MARCHE,LUISA REGIMENTI,332
MARCHE,NOEMI PAOLA RICCARDI,402
MARCHE,ANTONIO MARIA RINALDI,3078
MARCHE,NICCOLO' RINALDI,253
MARCHE,DANIELA RINALDINI,21
MARCHE,FEDORA PATRIZIA RIZZO,0
MARCHE,MARCO RIZZO,638
MARCHE,LUCA ROMAGNOLI,85
MARCHE,CHIARA AMBRA ROMANO,2
MARCHE,DANIELA RONDINELLI,3307
MARCHE,MARIA VERONICA ROSSI,1340
MARCHE,ANNA MARIA COSTANZA ROZZI,2809
MARCHE,MAMADOU SALL,757
MARCHE,ULIANO SALVATORI,136
MARCHE,MATTEO SALVINI,61535
MARCHE,GUIDO SANTONI,35
MARCHE,DAVID MARIA SASSOLI,16621
MARCHE,INGRID SATTEL,17
MARCHE,STEFANIA SCHIPANI,77
MARCHE,MICHELA SCIURPA,164
MARCHE,FABIO SEBASTIANELLI,280
MARCHE,LAURA SERVA,15
MARCHE,MICHELE SGARIGLIA,423
MARCHE,AUGUSTO SINAGRA,10
MARCHE,MASSIMILIANO SMERIGLIO,948
MARCHE,EMMANUELE SOMMA,7
MARCHE,GIANFRANCO SPADACCIA,51
MARCHE,SILVIA STEFANI,15
MARCHE,GABRIELLA MARIA STRIZZI,20
MARCHE,CLAUDIO TAGLIA,5
MARCHE,ANTONIO TAJANI,7161
MARCHE,DARIO TAMBURRANO,504
MARCHE,MARCO TARADASH,501
MARCHE,OLIMPIA TARZIA,290
MARCHE,LAURA TERRANA,166
MARCHE,ETTORE TOGNERI,332
MARCHE,RICCARDO TRAVAGLINI,331
MARCHE,OLIMPIA TROILI,235
MARCHE,ANDREA VENTURA,52
MARCHE,ANTONFRANCESCO VENTURINI,44
MARCHE,FABIO MASSIMO VERNILLO,1
MARCHE,BIANCA VERRILLO,11468
MARCHE,ARIANNA VERUCCI,61
MARCHE,FRANCESCO VIRGILI,0
MARCHE,STELLA VISCONTI,331
MARCHE,ELENA VIZZOTTO,232
MARCHE,LUISANTONIO  ZANIN,17
MARCHE,UMBERTO ZIMARRI,33
MARCHE,FELICE ZINGARELLI,26
MARCHE,ELISABETTA ZUCCARO,359
MOLISE,MICHELE ABBATICCHIO,170
MOLISE,KATIA ACQUAVIVA,3
MOLISE,FRANCESCO ADAMO,4
MOLISE,RAFFAELLO ADESSO,16
MOLISE,ISABELLA ADINOLFI,480
MOLISE,DANIELA AIUTO,147
MOLISE,CROCIFISSO ALOISI,11
MOLISE,CIRO AMALFI,31
MOLISE,APOLLONIA AMATI,2
MOLISE,MONICA AMICI,6
MOLISE,ORLANDO AMODEO,25
MOLISE,ILARIA ANTELMI,441
MOLISE,DOMENICO AQUINO,3
MOLISE,SILVANA ARBIA,32
MOLISE,VIOLETTA ARCURI,10
MOLISE,MICHELA ARRICALE,28
MOLISE,FRANCO AUFIERO,44
MOLISE,ALESSIA AUGELLO,1
MOLISE,LUCA AVAGNINA,7
MOLISE,VITO AVALLONE,212
MOLISE,ROSARIO ACHILLE AVERSA,23
MOLISE,ELIANA BALDO,86
MOLISE,GERARTA BALLO,336
MOLISE,CARLO BARBANO,2
MOLISE,GIUSEPPE BARBARO,7
MOLISE,CRISTINA DIANA BARGU,13
MOLISE,GIOVANNINA BASTONE,2
MOLISE,CARMELA BELLAME,13
MOLISE,LAURA BERGAMINI,11
MOLISE,SILVIO BERLUSCONI,3357
MOLISE,ALDO BERNARDINI,0
MOLISE,PIETRO BEVILACQUA,104
MOLISE,LAURA BIANCINI,0
MOLISE,SARA BONANNO,3
MOLISE,GIOVANBATTISTA BONDESAN,32
MOLISE,VINCENZO BOTTA,13
MOLISE,NICOLA BRIENZA,33
MOLISE,ANNUNZIATA BRUNO,12
MOLISE,FORTUNATO MARIA CACCIATORE,22
MOLISE,STEFANIA CALCAGNO,3
MOLISE,DANIELA CALDERANO,46
MOLISE,FULVIA MICHELA CALIGIURI,31
MOLISE,ISABELLA CAMPANA,19
MOLISE,TERESA CANTONE,1
MOLISE,LUCA CAPPELLETTI,1
MOLISE,NICOLA CAPUANO,88
MOLISE,NICOLA CAPUTO,940
MOLISE,DOMENICO CARLUCCI,0
MOLISE,ANDREA CAROPPO,176
MOLISE,COSIMO DAMIANO CARTELLINO,11
MOLISE,MASSIMO CASANOVA,901
MOLISE,LUIGI CATALANO,0
MOLISE,SALVATORE CATELLO,2
MOLISE,LAURA CAVALIERO,12
MOLISE,PAOLA CAVALLETTO,3
MOLISE,CRISTIANO CERIELLO,30
MOLISE,GIANCARLO CERRELLI,107
MOLISE,CATERINA CERRONI,6734
MOLISE,LORENZO CESA,958
MOLISE,EMMA CHIAIA,12
MOLISE,MARIAGRAZIA CHIUSOLO,260
MOLISE,DIEGO AMEDEO CIANCETTA,8
MOLISE,LEONARDO CICCOPIEDI,43
MOLISE,ANNA CIRIANI,49
MOLISE,ADRIANA COLACICCO,5
MOLISE,ELVIO COVINO,8
MOLISE,ANDREA COZZOLINO,1927
MOLISE,ROSARIA CUOMO,10
MOLISE,ANTONELLO D'ALOISIO,149
MOLISE,ROSA D'AMATO,259
MOLISE,FILOMENA D'ANTINI,131
MOLISE,ELEONORA D'ANTONI,2
MOLISE,MARGHERITA D'URBANO,76
MOLISE,GIUSTINO D'UVA,135
MOLISE,REBECCA DAMIANI,1
MOLISE,MARCO DE ANDREIS,9
MOLISE,ELISABETTA DE BLASIS,729
MOLISE,BEATRICE DE DONATO,22
MOLISE,CIRA DE FALCO,5
MOLISE,ALBERTO CLAUDIO DE GIGLIO,92
MOLISE,MARIA CRISTINA DE PASCALIS,3
MOLISE,SERENA DEL NEGRO,10
MOLISE,FLAVIO DEL SOLDATO,2
MOLISE,LIVIA DELL'ANNA,5
MOLISE,DANILO DELLA VALLE,209
MOLISE,KATIA DI LELLA,73
MOLISE,LUIGI DI LIBERTO,20
MOLISE,LOREDANA DI LORENZO,28
