REGIONE,Candidato,PREFERENZE
VALLE D'AOSTA,ENRICO FEDRIGHINI,8
VALLE D'AOSTA,GIANMARIO LUIGI FERRAMONTI,0
VALLE D'AOSTA,ALESSANDRA FERRARA,4
VALLE D'AOSTA,SALVATORE FERRARA,0
VALLE D'AOSTA,MONICA FERRARIS,20
VALLE D'AOSTA,PAOLO FERRERO,87
VALLE D'AOSTA,NOVELLA FERRINI,5
VALLE D'AOSTA,MARA FESTA,1
VALLE D'AOSTA,CARLO FIDANZA,15
VALLE D'AOSTA,ANIELLO FIERRO,7
VALLE D'AOSTA,DOMENICO FINIGUERRA,72
VALLE D'AOSTA,PIETRO FIOCCHI,12
VALLE D'AOSTA,ROBERTO FIORE,8
VALLE D'AOSTA,LUCIA FIRMANI,0
VALLE D'AOSTA,ROBERTO FRECENTESE,0
VALLE D'AOSTA,FRANCESCA FRIGERIO,0
VALLE D'AOSTA,GIANNA GANCIA,98
VALLE D'AOSTA,DANIELA  GARNERO SANTANCHE',28
VALLE D'AOSTA,MARCO GHELLER,4503
VALLE D'AOSTA,AGOSTINO GHIGLIA,13
VALLE D'AOSTA,GIULIANA GHIONE,1
VALLE D'AOSTA,MARCO GHIRARDELLO,2
VALLE D'AOSTA,DANIELA GIANNINI,0
VALLE D'AOSTA,MARCELLA GILARDONI,8
VALLE D'AOSTA,CHIARA GIORDANO,628
VALLE D'AOSTA,ROBERTO POMPILIO GIUDICI,3
VALLE D'AOSTA,FRANCESCO GRAGLIA,1
VALLE D'AOSTA,PIERO GRAGLIA,13
VALLE D'AOSTA,ELENA EVA MARIA  GRANDI,138
VALLE D'AOSTA,GIOVANNI GRASSO,0
VALLE D'AOSTA,MASSIMILIANO GRIMALDI,3
VALLE D'AOSTA,LUIGI GUBELLO,2
VALLE D'AOSTA,GRAZIANO GULLOTTA,6
VALLE D'AOSTA,ARAM GUREKIAN,1
VALLE D'AOSTA,MAURIZIO CARLO GIUSEPPE IMBIMBO,0
VALLE D'AOSTA,BARA INOUSSA,11
VALLE D'AOSTA,MARKUS JOHANNES KRIENKE,1
VALLE D'AOSTA,CRISTINA LAGANA',0
VALLE D'AOSTA,DANILO OSCAR LANCINI,22
VALLE D'AOSTA,LORENZO LANG,0
VALLE D'AOSTA,GIUSEPPE LAURIA,0
VALLE D'AOSTA,MARIA LEONE,1
VALLE D'AOSTA,PATRIZIA    LIBERALE,1
VALLE D'AOSTA,ANTONIO LIMARDI,8
VALLE D'AOSTA,ROSARIA LOMBARDI,0
VALLE D'AOSTA,GIACOMO LOMBARDO,6
VALLE D'AOSTA,ADDOLORATA LONGO,2
VALLE D'AOSTA,PAOLA MACCHI,17
VALLE D'AOSTA,ISA MAGGI,30
VALLE D'AOSTA,PIERFRANCESCO MAJORINO,126
VALLE D'AOSTA,SILVIA MALIVINDI,81
VALLE D'AOSTA,ADRIANA MANTOAN,0
VALLE D'AOSTA,SILVJA MANZI,64
VALLE D'AOSTA,MARCO MARAZZI,17
VALLE D'AOSTA,ELENA MARCELLINO,5
VALLE D'AOSTA,PIETRO ANTONIO MARRAPODI,32
VALLE D'AOSTA,LUCA MASSIRONI,26
VALLE D'AOSTA,ANNA MASTROMARINO,77
VALLE D'AOSTA,GIUSEPPE RENATO MASTRUZZO,9
VALLE D'AOSTA,STEFANO GIOVANNI MAULLU,8
VALLE D'AOSTA,GIORGIA MELONI,539
VALLE D'AOSTA,MARCO MESMAEKER,9
VALLE D'AOSTA,ALESSANDRA MICALIZZI,3
VALLE D'AOSTA,MARIA CRISTINA MIGLIORE,15
VALLE D'AOSTA,DELIA MILANESIO,0
VALLE D'AOSTA,SONIA MODENESE,2
VALLE D'AOSTA,GABRIELE MOLINARI,16
VALLE D'AOSTA,NICOLETTA MOLINARI,2
VALLE D'AOSTA,LAURA MOLTENI,90
VALLE D'AOSTA,ALBERTO MONTORO,2
VALLE D'AOSTA,ANTONIO ENRICO MORANDO,224
VALLE D'AOSTA,STEFANO MORCELLI,37
VALLE D'AOSTA,ANDREA MORETTI,0
VALLE D'AOSTA,MARCO MORI,11
VALLE D'AOSTA,MARCO MORO,5
VALLE D'AOSTA,FRANCESCA MORUCCHIO,0
VALLE D'AOSTA,TIZIANA MOSSA,16
VALLE D'AOSTA,MATTEO MOTTA,8
VALLE D'AOSTA,PIER LUIGI MOTTINELLI,9
VALLE D'AOSTA,ALBERTO MUSACCHIO,7
VALLE D'AOSTA,PAOLO NARCISI,12
VALLE D'AOSTA,CLAUDIO NEGRINI,0
VALLE D'AOSTA,LIA ORFEI,1
VALLE D'AOSTA,CARMINE PACENTE,8
VALLE D'AOSTA,DANIELA PADOAN,43
VALLE D'AOSTA,ANDREA PALUMBO,32
VALLE D'AOSTA,ARGYRIOS PANAGOPOULOS,22
VALLE D'AOSTA,MASSIMILIANO PANERO,2
VALLE D'AOSTA,ALESSANDRO PANZA,46
VALLE D'AOSTA,ROBERTA PAPARATTO,0
VALLE D'AOSTA,STEFANIA PARMA,1
VALLE D'AOSTA,MAURIZIO PARODI,8
VALLE D'AOSTA,SILVIA  PARODI,29
VALLE D'AOSTA,MAURO PAROLINI,18
VALLE D'AOSTA,GIULIA PASTORELLA,83
VALLE D'AOSTA,MIRKO PAULON,7
VALLE D'AOSTA,ROBERTA PERRONE,0
VALLE D'AOSTA,EMANUELA PETER,0
VALLE D'AOSTA,MARIA SILVIA ANGELA CONCETTA PETTINICCHIO,0
VALLE D'AOSTA,CARLO PIANA,3
VALLE D'AOSTA,VALENTINA PIATTELLI,4
VALLE D'AOSTA,FEDERICA PICCHI,6
VALLE D'AOSTA,MARIA CHIARA PIEVATOLO,1
VALLE D'AOSTA,SALVATORE ANGELO PINTUS,0
VALLE D'AOSTA,PAOLO PINZUTI,7
VALLE D'AOSTA,PIERO PIROVANO,1
VALLE D'AOSTA,GIULIANO PISAPIA,1600
VALLE D'AOSTA,PAOLA PIZZIGHINI,8
VALLE D'AOSTA,DANIELA POGGIO,6
VALLE D'AOSTA,VITTORIA POGGIO,236
VALLE D'AOSTA,PERLA POLEZZO,0
VALLE D'AOSTA,MAFALDA POLI,1
VALLE D'AOSTA,MORENA POLLINI,0
VALLE D'AOSTA,EMANUELA PONGILUPPI ELEUTERI,0
VALLE D'AOSTA,CRISTINA PORRO,96
VALLE D'AOSTA,MARIA ROSA ASSUNTA PORTA,0
VALLE D'AOSTA,GIUSEPPE PRETE,23
VALLE D'AOSTA,PIERO PUOZZO,502
VALLE D'AOSTA,MARCO RACCA,20
VALLE D'AOSTA,PAOLA RENATA RADAELLI,7
VALLE D'AOSTA,ANGELICA RADICCHI,63
VALLE D'AOSTA,MIRKO RAUSO,2
VALLE D'AOSTA,ANNA TONIA RAVICINI,3
VALLE D'AOSTA,LUCA RICALDONE,0
VALLE D'AOSTA,NOEMI PAOLA RICCARDI,2
VALLE D'AOSTA,GUIDO RICCI,1
VALLE D'AOSTA,BENEDETTA RINALDI,12
VALLE D'AOSTA,DANIELA RINALDINI,1
VALLE D'AOSTA,DINO GUIDO RINOLDI,3
VALLE D'AOSTA,MARTINA RIVA,24
VALLE D'AOSTA,MARCO RIZZO,60
VALLE D'AOSTA,GIUSEPPE ROMELE,1
VALLE D'AOSTA,CHIARA ROSSINI,11
VALLE D'AOSTA,ROBERTO ROSSO,4
VALLE D'AOSTA,MAURIZIA ROTA,3
VALLE D'AOSTA,DANIELA RUFFINO,95
VALLE D'AOSTA,MARGHERITA RUFFINO,1
VALLE D'AOSTA,MARKO RUS,11
VALLE D'AOSTA,STEFANO ROSARIO  SAIJA,0
VALLE D'AOSTA,MASSIMILIANO SALINI,72
VALLE D'AOSTA,MATTEO SALVINI,3866
VALLE D'AOSTA,PAOLO SAMMARITANI,5270
VALLE D'AOSTA,VINCENZO SANTANGELO,0
VALLE D'AOSTA,SILVIA SERAFINA SARDONE,156
VALLE D'AOSTA,INGRID SATTEL,2
VALLE D'AOSTA,MARIA EUGENIA SCARAMOZZINO,1
VALLE D'AOSTA,FABRIZIO SCARAVELLA,0
VALLE D'AOSTA,STEFANO SCOPACASA,159
VALLE D'AOSTA,RAHEL  SEREKE,12
VALLE D'AOSTA,LUCIA SICILIANO,0
VALLE D'AOSTA,ERNESTINA SIGNORONI LOMI,1
VALLE D'AOSTA,SILVIA STEFANI,1
VALLE D'AOSTA,ENRICO MARIA TACCHI,0
VALLE D'AOSTA,ROSARIA TALARICO,2
VALLE D'AOSTA,PIETRO TATARELLA,2
VALLE D'AOSTA,IRENE TINAGLI,357
VALLE D'AOSTA,ANDREA TOGNO,10
VALLE D'AOSTA,PATRIZIA FERMA FRANCESCA TOIA,54
VALLE D'AOSTA,CRISTINA TORLI,2
VALLE D'AOSTA,LORENZO TOSA,11
VALLE D'AOSTA,CLAUDIA TOSO,31
VALLE D'AOSTA,ISABELLA TOVAGLIERI,81
VALLE D'AOSTA,DANIELE TROMBONI,9
VALLE D'AOSTA,ANGELA VERDICCHIO,0
VALLE D'AOSTA,GIUSEPPINA VERSACE,39
VALLE D'AOSTA,SONIA VICINO,0
VALLE D'AOSTA,DANIELE VIOTTI,150
VALLE D'AOSTA,CANZIO GIUSEPPE VISENTIN,0
VALLE D'AOSTA,STEFANIA ZAMBELLI,101
VALLE D'AOSTA,LUISANTONIO ZANIN,6
VALLE D'AOSTA,MARCO ZANNI,46
VALLE D'AOSTA,GIULIA ZENESINI,3
VALLE D'AOSTA,FELICE ZINGARELLI,2
VENETO,MARCO AFFRONTE,553
VENETO,ISMAIL AIT YAHYA,577
VENETO,UMBERTO AMATO,5
VENETO,GIORGIO ANDRIAN,918
VENETO,LAURA ANTONINI,739
VENETO,GEORGIOS APOSTOLOU,36
VENETO,SILVANA ARBIA,215
VENETO,ALESSIA AUGELLO,36
VENETO,BRIGITTE MARIE AUTRET,1
VENETO,ROBERTO AZZALIN,504
VENETO,FRANCESCA BARBIERATO,80
VENETO,CRISTINA DIANA BARGU,77
VENETO,ALESSANDRA BASSO,14928
VENETO,GIOVANNINA BASTONE,14
VENETO,ROBERTO BATTISTON,9623
VENETO,MADDALENA BEDEI,5
VENETO,ANDREA BELLAVITE,297
VENETO,FIORELLA BELPOGGI,965
VENETO,LAURA BERGAMINI,258
VENETO,SERGIO ANTONIO BERLATO,17217
VENETO,SILVIO BERLUSCONI,43857
VENETO,UGO BERTINELLI,15
VENETO,CHIARA BERTOGALLI,968
VENETO,EMANUELA BIAGI,84
VENETO,MARA BIZZOTTO,85835
VENETO,CRISTIAN BOLZONELLA,1137
VENETO,ANDREA BONAZZA,87
VENETO,ANGELO BONELLI,1296
VENETO,PAOLO BORCHIA,32994
VENETO,DAVID BORRELLI,1614
VENETO,ALICE BROMBIN,1465
VENETO,ANNUNZIATA BRUNO,34
VENETO,ROBERTO BUSSINELLO,440
VENETO,STEFANIA CALCAGNO,228
VENETO,CARLO CALENDA,120746
VENETO,GLORIA CALLARELLI,43
VENETO,ANTONIO SILVIO CALO',26881
VENETO,ISABELLA CAMPANA,162
VENETO,VLADIMIRO CAMPELLO,223
VENETO,ANTONIO CANDIELLO,2787
VENETO,CARLO ANDREA CARDONA,133
VENETO,VALENTINA CASTALDINI,1494
VENETO,LUCA CASTELLINI,252
VENETO,ALESSIA CERENTIN,1316
VENETO,CRISTIANO CERIELLO,244
VENETO,ADELMO CERVI,1427
VENETO,ALESSANDRA CHIANTONI,1088
VENETO,GIANMARCO CHILELLI,13
VENETO,GIOVANNI CHIUCCHI,18
VENETO,TIZIANA CIMOLINO,193
VENETO,RITA CINTI LUCIANI,1107
VENETO,VALLI' CIPRIANI,418
VENETO,STEFANO CIRELLA,3
VENETO,LUCA CIRIANI,714
VENETO,FRANCESCO CLUN,16
VENETO,MAURO COLLINA,160
VENETO,SIMONE CONDORELLI,13
VENETO,CARLA CONDURSO,405
VENETO,FIORENZO CONSOLI,5
VENETO,ROSANNA CONTE,16810
VENETO,SIMONE CONTRO,4644
VENETO,FEDERICO CORSO,3
VENETO,GIUSEPPE COSSALTER,141
VENETO,EMANUELE CROSATO,1765
VENETO,ELEONORA D'ANTONI,13
VENETO,MILENA D'IMPERIO,70
VENETO,GIANANTONIO DA RE,42831
VENETO,VIVIANA DAL CIN,6076
VENETO,CINZIA DAL ZOTTO,3107
VENETO,RENATA DALFIUME,115
VENETO,LORENZO DAMIANO,50
VENETO,PHILIPPE LOUIS FRANCOIS DAVERIO,6551
VENETO,MARCO DE ANDREIS,241
VENETO,MARTINE DE BIASI,297
VENETO,LUISA DE BIASIO CALIMANI,392
VENETO,MIRKO DE CARLI,980
VENETO,PAOLO DE CASTRO,14627
VENETO,ISABELLA DE MONTE,6135
VENETO,ROSA DE NUNZIO,128
VENETO,LUIGI DI LIBERTO,250
VENETO,SIMONE DI STEFANO,1377
VENETO,MATIAS EDUARDO DIAZ CRESCITELLI,297
VENETO,HERBERT DORFMANN,3625
VENETO,ISABELLA DOTTO,5711
VENETO,MARCO DREOSTO,910
VENETO,MICHELE FACCI,414
VENETO,ROBERTO FIORE,569
VENETO,CLAUDIO FOCHI,437
VENETO,CRISTINA FOLCHINI,822
VENETO,EUGENIA FORTUNI,712
VENETO,CATERINA FOTI,28
VENETO,MONICA FRANCH,63
VENETO,LORENZO FRANCHI,9
VENETO,CARLA FRANCHINI,620
VENETO,IZTOK FURLANIČ,82
VENETO,EUGENIO FUSIGNANI,124
VENETO,CLAUDIA GAGLIANO,8
VENETO,SAVERIO GALLI TORRINI,1
VENETO,CLARA GALLOSI,221
VENETO,PAOLA GANZ,727
VENETO,ELISABETTA GARDINI,10205
VENETO,MATTEO GAZZINI,2745
VENETO,FRANCESCA GEROSA,409
VENETO,PAOLA GHIDONI,15823
VENETO,MANUEL GHILARDELLI,117
VENETO,DANIELA GIANNINI,15
VENETO,GIACOMO GIANOLLA,494
VENETO,ILARIA GIORGETTI,140
VENETO,PAOLA GIROLAMI,61
VENETO,PAOLO GOTTARELLI,253
VENETO,ROBERTO GUALANDI,37
VENETO,ELISABETTA GUALMINI,19236
VENETO,ALESSANDRA GUATTERI,678
VENETO,LUIGI GUBELLO,337
VENETO,MARIA CECILIA GUERRA,8065
VENETO,ARAM GUREKIAN,68
VENETO,RENATE HOLZEISEN,459
VENETO,FURIO HONSELL,4005
VENETO,JUDITH KIENZL,291
VENETO,KASHETU KYENGE,16989
VENETO,ALESSIO LA CHINA,33
VENETO,PAOLO LA TRIGLIA,20
VENETO,MICHELE LAGANA',5
VENETO,SALVATORE LANTINO,603
VENETO,NORBERT LANTSCHNER,658
VENETO,LUCA LEARDINI,111
VENETO,ANNA LESO,3518
VENETO,ELENA LIZZI,1040
VENETO,FATOU BORO LO,697
VENETO,MANUELA MALANDRUCCO,13
VENETO,MARIO MALOSSINI,998
VENETO,CHIARA MANCINI,247
VENETO,GIULIA MANZAN,249
VENETO,SILVJA MANZI,2017
VENETO,STEFANIA MARCANTE,160
VENETO,MARIA MARCIANO',13
VENETO,MASSIMO MARIOTTI,4257
VENETO,EMMA MARZARI,56
VENETO,ELENA MAZZONI,1892
VENETO,GIORGIA MELONI,39267
VENETO,ULDERICA MENNELLA,1086
VENETO,AGOSTINO MIGLIORINI,482
VENETO,ANDREA MONDINI,15
VENETO,PASQUALE MONTALTO,12
VENETO,ALBERTO MONTORO,24
VENETO,PIER PAOLO MORA,11
VENETO,ALESSANDRA MORETTI,37640
VENETO,MARCO MORI,791
VENETO,ROBERTA MORI,2083
VENETO,ALBERTO MUSACCHIO,70
VENETO,ALESSANDRO MUSTILLO,55
VENETO,KLAUS MUTSCHLECHNER,9
VENETO,DAVIDE NAVA,537
VENETO,LAURA NERI,146
VENETO,EMILIANO OCCHI,305
VENETO,MICHELE OLIVOTTO,6
VENETO,GABRIELE PADOVANI,757
VENETO,FRANCESCA PANGALLO,5
VENETO,GIUSEPPE PAPA,88
VENETO,GIORGIO PASETTO,1409
VENETO,VALENTINA PIATTELLI,40
VENETO,FABIO PIETRELLA,277
VENETO,MARIA CHIARA PIEVATOLO,38
VENETO,SABRINA PIGNEDOLI,4722
VENETO,GIULIA PILLONI,75
VENETO,NADIA PISEDDU,545
VENETO,IRENE MARIA PIVETTI,4210
VENETO,FEDERICO PIZZAROTTI,5992
VENETO,SONJA ANNA PLANK,20
VENETO,KATIA PORTARO,10
VENETO,ALFREDO POSTERARO,43
VENETO,FAUSTO POZZOBON,785
VENETO,GIUSEPPE PRAŠEL,65
VENETO,SILVIA PRODI,2726
VENETO,FRANCESCA PUGLISI,2397
VENETO,MAURIZIO PUGLISI GHIZZI,2
VENETO,LAURA PUPPATO,39995
VENETO,ANNA TONIA RAVICINI,105
VENETO,ILENIA RENTO,7152
VENETO,DANIELA RINALDINI,43
VENETO,MARCO RIZZO,1265
VENETO,FRANCESCO ROLLERI,83
VENETO,FEDERICA SABBATI,1542
VENETO,VALENTINO ANTONIO SACCO,59
VENETO,LUCA SACCONE,1061
VENETO,MATTEO SALVINI,306166
VENETO,MARIA CRISTINA SANDRIN,4785
VENETO,MASSIMILIANO SANTINI,1212
VENETO,ISABELLA SARTOGO,47
VENETO,GIULIA SASSO,101
VENETO,SANDRA SAVINO,1607
VENETO,MATTEO SEGATTA,276
VENETO,CLAUDIA SEGNANA,74
VENETO,REMO SERNAGIOTTO,6117
VENETO,SILVIA STEFANI,36
VENETO,GIANFRANCO STELLA,633
VENETO,IVO TAROLLI,199
VENETO,MONICA TESS,25
VENETO,ROBERTA TOFFANIN,4610
VENETO,PATRIZIA TOSELLI,15
VENETO,MATTEO TOSETTO,1894
VENETO,ROSANNA TRACUZZI SPADARO,27
VENETO,MARCO TRAPASSI,8
VENETO,MARIA GRAZIA TROMBETTA,134
VENETO,ELISABETTA UCCELLO,427
VENETO,MARTINA VALENTINCIC,13
VENETO,MASSIMO VALPIANA,1675
VENETO,ACHILLE VARIATI,48278
VENETO,STEFANIA VENIR,11
VENETO,MANUELA VETTORELLO,21
VENETO,CANZIO GIUSEPPE VISENTIN,25
VENETO,OTTO VON DELLEMANN,9
VENETO,LAYLA YUSUF MOHAMUD,825
VENETO,SILVIA ZAMBONI,3410
VENETO,MARIA CHIARA ZANDONELLA FRACCHIEL,393
VENETO,CRISTIANO ZANELLA,1467
VENETO,LUISANTONIO ZANIN,330
VENETO,VALERIO ZOGGIA,3065
VENETO,MARCO ZULLO,7295
LAZIO,EMPTY,0
PUGLIA,EMPTY,0
